Image	Collection	Production	Date	Occasion	Leaflet_Language	Opmerking
0137_1945-1946_00137-20230310_120303.jpg	1945/1946	Lohengrin	9/12/1945	N/A	Dutch	N/A
0138_1945-1946_00138-20230310_120309.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0139_1945-1946_00139-20230310_120329.jpg	1945/1946	Iphigeneia in Tauris	9/12/1945	N/A	Dutch	N/A
0140_1945-1946_00140-20230310_120344.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0141_1945-1946_00141-20230310_120408.jpg	1945/1946	Iphigeneia in Tauris	11/12/1945	N/A	Dutch	N/A
0142_1945-1946_00142-20230310_120414.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0143_1945-1946_00143-20230310_120438.jpg	1945/1946	Carmen	13/12/1945	N/A	Dutch	N/A
0144_1945-1946_00144-20230310_120444.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0145_1945-1946_00145-20230310_120509.jpg	1945/1946	De Ring van Gyges	15/12/1945	N/A	Dutch	N/A
0146_1945-1946_00146-20230310_120515.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0147_1945-1946_00147-20230310_120548.jpg	1945/1946	Lakmé	16/12/1945	N/A	Dutch	N/A
0148_1945-1946_00148-20230310_120555.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0149_1945-1946_00149-20230310_120628.jpg	1945/1946	Walsdroom	16/12/1945	N/A	Dutch	N/A
0150_1945-1946_00150-20230310_120638.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0151_1945-1946_00151-20230310_120702.jpg	1945/1946	Traviata	18/12/1945	Galavertooning Nationale Koningsgezinde Vereeniging	Dutch	N/A
0152_1945-1946_00152-20230310_120710.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0153_1945-1946_00153-20230310_120749.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0154_1945-1946_00154-20230310_120756.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0155_1945-1946_00155-20230310_120825.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0156_1945-1946_00156-20230310_120833.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0157_1945-1946_00157-20230310_120843.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0158_1945-1946_00158-20230310_120855.jpg	1945/1946	De Ring van Gyges	20/12/1945	N/A	Dutch	N/A
0159_1945-1946_00159-20230310_120936.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0160_1945-1946_00160-20230310_120944.jpg	1945/1946	Madame Butterfly	22/12/1945	N/A	Dutch	N/A
0161_1945-1946_00161-20230310_121010.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0162_1945-1946_00162-20230310_121037.jpg	1945/1946	Walsdroom	23/12/1945	N/A	Dutch	N/A
0163_1945-1946_00163-20230310_121127.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0164_1945-1946_00164-20230310_121144.jpg	1945/1946	De Ring van Gyges	23/12/1945	N/A	Dutch	N/A
0165_1945-1946_00165-20230310_121155.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0166_1945-1946_00166-20230310_121233.jpg	1945/1946	Het Driemeisjeshuis	25/12/1945	N/A	Dutch	N/A
0167_1945-1946_00167-20230310_121243.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0168_1945-1946_00168-20230310_121259.jpg	1945/1946	Khowanstchina	27/12/1945	N/A	Dutch	N/A
0169_1945-1946_00169-20230310_121304.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0170_1945-1946_00170-20230310_121317.jpg	1945/1946	Walsdroom	29/12/1945	N/A	Dutch	N/A
0171_1945-1946_00171-20230310_121402.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0172_1945-1946_00172-20230310_121436.jpg	1945/1946	De Ring van Gyges	30/12/1945	N/A	Dutch	N/A
0173_1945-1946_00173-20230310_121444.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0174_1945-1946_00174-20230310_121511.jpg	1945/1946	Het Driemeisjeshuis	30/12/1945	N/A	Dutch	N/A
0175_1945-1946_00175-20230310_121528.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0176_1945-1946_00176-20230310_121548.jpg	1945/1946	Rigoletto	1/1/1946	N/A	Dutch	N/A
0177_1945-1946_00177-20230310_121556.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0178_1945-1946_00178-20230310_121613.jpg	1945/1946	Lohengrin	3/1/1945	N/A	Dutch	N/A
0179_1945-1946_00179-20230310_121621.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0180_1945-1946_00180-20230310_121642.jpg	1945/1946	Het Driemeisjeshuis	5/1/1946	N/A	Dutch	N/A
0181_1945-1946_00181-20230310_121658.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0182_1945-1946_00182-20230310_121710.jpg	1945/1946	Rigoletto	6/1/1946	N/A	Dutch	N/A
0183_1945-1946_00183-20230310_121717.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0184_1945-1946_00184-20230310_121727.jpg	1945/1946	Khowanstchina	6/1/1946	N/A	Dutch	N/A
0185_1945-1946_00185-20230310_121735.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0186_1945-1946_00186-20230310_121807.jpg	1945/1946	Walsdroom	8/1/1946	N/A	Dutch	N/A
0187_1945-1946_00187-20230310_121823.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0188_1945-1946_00188-20230310_121902.jpg	1945/1946	Het Driemeisjeshuis	10/1/1946	N/A	Dutch	N/A
0189_1945-1946_00189-20230310_121909.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0190_1945-1946_00190-20230310_121939.jpg	1945/1946	Laagland	12/1/1946	N/A	Dutch	N/A
0191_1945-1946_00191-20230310_121946.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0192_1945-1946_00192-20230310_121956.jpg	1945/1946	Het Driemeisjeshuis	13/1/1946	N/A	Dutch	N/A
0193_1945-1946_00193-20230310_122003.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0194_1945-1946_00194-20230310_122017.jpg	1945/1946	Rigoletto	13/1/1946	N/A	Dutch	N/A
0195_1945-1946_00195-20230310_122025.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0196_1945-1946_00196-20230310_122040.jpg	1945/1946	Het Driemeisjeshuis	15/1/1946	N/A	Dutch	N/A
0197_1945-1946_00197-20230310_122047.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0198_1945-1946_00198-20230310_122059.jpg	1945/1946	Laagland	17/1/1946	N/A	Dutch	N/A
0199_1945-1946_00199-20230310_122108.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0200_1945-1946_00200-20230310_122120.jpg	1945/1946	Iphigeneia in Tauris	19/1/1946	N/A	Dutch	N/A
0201_1945-1946_00201-20230310_122127.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0202_1945-1946_00202-20230310_122143.jpg	1945/1946	De Tooverlantaarn + ‘s Toovenaars Leerknaap + 2e Rhapsodie + Pierlala	19/1/1946	Groote Ballet Vertooning Koninklijke Maatschappij voor Dierkunde van Antwerpen	Dutch	N/A
0203_1945-1946_00203-20230310_122150.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0204_1945-1946_00204-20230310_122158.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0205_1945-1946_00205-20230310_122205.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0206_1945-1946_00206-20230310_122229.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0207_1945-1946_00207-20230310_122236.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0208_1945-1946_00208-20230310_122248.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0209_1945-1946_00209-20230310_122256.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0210_1945-1946_00210-20230310_122501.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0211_1945-1946_00211-20230310_122509.jpg	1945/1946	N/A	N/A	N/A	Dutch + French	N/A
0212_1945-1946_00212-20230310_122527.jpg	1945/1946	N/A	N/A	N/A	French	N/A
0213_1945-1946_00213-20230310_122544.jpg	1945/1946	N/A	N/A	N/A	French	N/A
0214_1945-1946_00214-20230310_122812.jpg	1945/1946	Traviata	20/1/1946	N/A	Dutch	N/A
0215_1945-1946_00215-20230310_122828.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0216_1945-1946_00216-20230310_122844.jpg	1945/1946	Aida	20/1/1946	N/A	Dutch	N/A
0217_1945-1946_00217-20230310_122910.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0218_1945-1946_00218-20230310_122917.jpg	1945/1946	Carmen	22/1/1946	N/A	Dutch	N/A
0219_1945-1946_00219-20230310_122928.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0220_1945-1946_00220-20230310_122938.jpg	1945/1946	Walsdroom	24/1/1946	N/A	Dutch	N/A
0221_1945-1946_00221-20230310_123519.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0222_1945-1946_00222-20230310_123528.jpg	1945/1946	Boheme + De Tooverlantaarn	26/1/1946	N/A	Dutch	N/A
0223_1945-1946_00223-20230310_123539.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0224_1945-1946_00224-20230310_123546.jpg	1945/1946	Aida	27/1/1946	N/A	Dutch	N/A
0225_1945-1946_00225-20230310_123557.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0226_1945-1946_00226-20230310_123604.jpg	1945/1946	Laagland	27/1/1946	N/A	Dutch	N/A
0227_1945-1946_00227-20230310_123613.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0228_1945-1946_00228-20230310_123621.jpg	1945/1946	Traviata	29/1/1946	N/A	Dutch	N/A
0229_1945-1946_00229-20230310_123629.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0230_1945-1946_00230-20230310_123636.jpg	1945/1946	Boheme + De Tooverlantaarn	31/1/1946	N/A	Dutch	N/A
0231_1945-1946_00231-20230310_123646.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0232_1945-1946_00232-20230310_123653.jpg	1945/1946	Rigoletto	2/2/1946	N/A	Dutch	N/A
0233_1945-1946_00233-20230310_123703.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0234_1945-1946_00234-20230310_123710.jpg	1945/1946	Laagland	3/2/1946	N/A	Dutch	N/A
0235_1945-1946_00235-20230310_123719.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0236_1945-1946_00236-20230310_123727.jpg	1945/1946	Boheme + De Tooverlantaarn	3/2/1946	N/A	Dutch	N/A
0237_1945-1946_00237-20230310_123736.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0238_1945-1946_00238-20230310_123744.jpg	1945/1946	Het Driemeisjeshuis	5/2/1946	N/A	Dutch	N/A
0239_1945-1946_00239-20230310_123802.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0240_1945-1946_00240-20230310_123809.jpg	1945/1946	Traviata	7/2/1946	N/A	Dutch	N/A
0241_1945-1946_00241-20230310_123824.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0242_1945-1946_00242-20230310_123831.jpg	1945/1946	Mignon	9/2/1946	N/A	Dutch	N/A
0243_1945-1946_00243-20230310_123839.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0244_1945-1946_00244-20230310_123846.jpg	1945/1946	Boheme + De Tooverlantaarn	10/2/1946	N/A	Dutch	N/A
0245_1945-1946_00245-20230310_123908.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0246_1945-1946_00246-20230310_123915.jpg	1945/1946	Het Driemeisjeshuis	10/2/1946	N/A	Dutch	N/A
0247_1945-1946_00247-20230310_123937.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0248_1945-1946_00248-20230310_123944.jpg	1945/1946	Aida	12/2/1946	N/A	Dutch	N/A
0249_1945-1946_00249-20230310_123954.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0250_1945-1946_00250-20230310_124001.jpg	1945/1946	De Barbier van Sevilla	14/2/1946	N/A	Dutch	N/A
0251_1945-1946_00251-20230310_124014.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0252_1945-1946_00252-20230310_124021.jpg	1945/1946	Aida	16/2/1946	N/A	Dutch	N/A
0253_1945-1946_00253-20230310_124041.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0254_1945-1946_00254-20230310_124050.jpg	1945/1946	Mignon	17/2/1946	N/A	Dutch	N/A
0255_1945-1946_00255-20230310_124100.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0256_1945-1946_00256-20230310_124107.jpg	1945/1946	Iphigeneia in Tauris	17/2/1946	N/A	Dutch	N/A
0257_1945-1946_00257-20230310_124117.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0258_1945-1946_00258-20230310_124145.jpg	1945/1946	Driemeisjeshuis	19/2/1946	gala Boerenhulp aan Stadskinderen	Dutch	N/A
0259_1945-1946_00259-20230310_124204.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0260_1945-1946_00260-20230310_124212.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0261_1945-1946_00261-20230310_124300.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0262_1945-1946_00262-20230310_124338.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0263_1945-1946_00263-20230310_124632.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0264_1945-1946_00264-20230310_124633.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0265_1945-1946_00265-20230310_124652.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0266_1945-1946_00266-20230310_124707.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0267_1945-1946_00267-20230310_124719.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0268_1945-1946_00268-20230310_124902.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0269_1945-1946_00269-20230310_124912.jpg	1945/1946	Aida	21/2/1946	N/A	Dutch	N/A
0270_1945-1946_00270-20230310_124924.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0271_1945-1946_00271-20230310_124936.jpg	1945/1946	De Barbier van Sevilla	23/2/1946	N/A	Dutch	N/A
0272_1945-1946_00272-20230310_125001.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0273_1945-1946_00273-20230310_125010.jpg	1945/1946	Carmen	24/2/1946	N/A	Dutch	N/A
0274_1945-1946_00274-20230310_125020.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0275_1945-1946_00275-20230310_125029.jpg	1945/1946	Traviata	24/2/1946	N/A	Dutch	N/A
0276_1945-1946_00276-20230310_125038.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0277_1945-1946_00277-20230310_125046.jpg	1945/1946	Laagland	26/2/1946	N/A	Dutch	N/A
0278_1945-1946_00278-20230310_125055.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0279_1945-1946_00279-20230310_125103.jpg	1945/1946	Mignon	28/2/1946	N/A	Dutch	N/A
0280_1945-1946_00280-20230310_125114.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0281_1945-1946_00281-20230310_125122.jpg	1945/1946	Traviata	2/3/1946	N/A	Dutch	N/A
0282_1945-1946_00282-20230310_125132.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0283_1945-1946_00283-20230310_125141.jpg	1945/1946	Het Driemeisjeshuis	3/3/1946	N/A	Dutch	N/A
0284_1945-1946_00284-20230310_125151.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0285_1945-1946_00285-20230310_125159.jpg	1945/1946	Mignon	3/3/1946	N/A	Dutch	N/A
0286_1945-1946_00286-20230310_125215.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0287_1945-1946_00287-20230310_125223.jpg	1945/1946	Zwarte Viooltjes 	4/3/1946	gala door het officiëele gezelschap van de Koninklijke Vlaamsche Opera van Antwerpen, ter gelegenheid van het Poolsch Feest in Stadsschouwburg Sint-Niklaas-Waas	Dutch	N/A
0288_1945-1946_00288-20230310_125248.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0289_1945-1946_00289-20230310_125257.jpg	1945/1946	Boheme + De Tooverlantaarn	5/3/1946	N/A	Dutch	N/A
0290_1945-1946_00290-20230310_130130.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0291_1945-1946_00291-20230310_130139.jpg	1945/1946	Rigoletto	7/3/1946	N/A	Dutch	N/A
0292_1945-1946_00292-20230310_130156.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0293_1945-1946_00293-20230310_130206.jpg	1945/1946	Laagland	9/3/1946	N/A	Dutch	N/A
0294_1945-1946_00294-20230310_130218.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0295_1945-1946_00295-20230310_130226.jpg	1945/1946	Madame Butterfly	10/3/1946	N/A	Dutch	N/A
0296_1945-1946_00296-20230310_130236.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0297_1945-1946_00297-20230310_130252.jpg	1945/1946	Lohengrin	10/3/1946	N/A	Dutch	N/A
0298_1945-1946_00298-20230310_130314.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0299_1945-1946_00299-20230310_130325.jpg	1945/1946	De Barbier van Sevilla	12/3/1946	N/A	Dutch	N/A
0300_1945-1946_00300-20230310_130336.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0301_1945-1946_00301-20230310_130354.jpg	1945/1946	Het Driemeisjeshuis	14/3/1946	N/A	Dutch	N/A
0302_1945-1946_00302-20230310_130407.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0303_1945-1946_00303-20230310_130415.jpg	1945/1946	Louise	16/3/1946	N/A	Dutch	N/A
0304_1945-1946_00304-20230310_130426.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0305_1945-1946_00305-20230310_130436.jpg	1945/1946	De Barbier van Sevilla	17/3/1946	N/A	Dutch	N/A
0306_1945-1946_00306-20230310_130444.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0307_1945-1946_00307-20230310_130453.jpg	1945/1946	Laagland	17/3/1946	N/A	Dutch	N/A
0308_1945-1946_00308-20230310_130503.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0309_1945-1946_00309-20230310_130512.jpg	1945/1946	Aida	19/3/1946	N/A	Dutch	N/A
0310_1945-1946_00310-20230310_130522.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0311_1945-1946_00311-20230310_130531.jpg	1945/1946	De Parelvisschers + De Tooverlantaarn	21/3/1946	N/A	Dutch	N/A
0312_1945-1946_00312-20230310_130547.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0313_1945-1946_00313-20230310_130559.jpg	1945/1946	Het Driemeisjeshuis	23/3/1946	N/A	Dutch	N/A
0314_1945-1946_00314-20230310_130608.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0315_1945-1946_00315-20230310_130616.jpg	1945/1946	Lohengrin	24/3/1946	N/A	Dutch	N/A
0316_1945-1946_00316-20230310_130625.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0317_1945-1946_00317-20230310_130634.jpg	1945/1946	De Barbier van Sevilla	24/3/1946	N/A	Dutch	N/A
0318_1945-1946_00318-20230310_130646.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0319_1945-1946_00319-20230310_130654.jpg	1945/1946	De Parelvisschers + De Tooverlantaarn	26/3/1946	N/A	Dutch	N/A
0320_1945-1946_00320-20230310_130703.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0321_1945-1946_00321-20230310_130711.jpg	1945/1946	Louise	28/3/1946	N/A	Dutch	N/A
0322_1945-1946_00322-20230310_130721.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0323_1945-1946_00323-20230310_130732.jpg	1945/1946	De Parelvisschers + De Tooverlantaarn	30/3/1946	N/A	Dutch	N/A
0324_1945-1946_00324-20230310_130805.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0325_1945-1946_00325-20230310_130812.jpg	1945/1946	Rigoletto	31/3/1946	N/A	Dutch	N/A
0326_1945-1946_00326-20230310_130905.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0327_1945-1946_00327-20230310_130914.jpg	1945/1946	Louise	31/3/1946	N/A	Dutch	N/A
0328_1945-1946_00328-20230310_130933.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0329_1945-1946_00329-20230310_130951.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0330_1945-1946_00330-20230310_131221.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0331_1945-1946_00331-20230310_131257.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0332_1945-1946_00332-20230310_131304.jpg	1945/1946	Laagland	4/4/1946	N/A	Dutch	N/A
0333_1945-1946_00333-20230310_131327.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0334_1945-1946_00334-20230310_131335.jpg	1945/1946	Manon	6/4/1946	N/A	Dutch	N/A
0335_1945-1946_00335-20230310_131345.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0336_1945-1946_00336-20230310_131353.jpg	1945/1946	Louise	7/4/1946	N/A	Dutch	N/A
0337_1945-1946_00337-20230310_131404.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0338_1945-1946_00338-20230310_131411.jpg	1945/1946	De Parelvisschers + De Tooverlantaarn	7/4/1946	N/A	Dutch	N/A
0339_1945-1946_00339-20230310_131436.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0340_1945-1946_00340-20230310_131443.jpg	1945/1946	Mignon	9/4/1946	N/A	Dutch	N/A
0341_1945-1946_00341-20230310_131452.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0342_1945-1946_00342-20230310_131500.jpg	1945/1946	Lohengrin	11/4/1946	N/A	Dutch	N/A
0343_1945-1946_00343-20230310_131511.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0344_1945-1946_00344-20230310_131519.jpg	1945/1946	Mignon	13/4/1946	N/A	Dutch	N/A
0345_1945-1946_00345-20230310_131530.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0346_1945-1946_00346-20230310_131538.jpg	1945/1946	Laagland	14/4/1946	N/A	Dutch	N/A
0347_1945-1946_00347-20230310_131549.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0348_1945-1946_00348-20230310_131557.jpg	1945/1946	Manon	14/4/1946	N/A	Dutch	N/A
0349_1945-1946_00349-20230310_131611.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0350_1945-1946_00350-20230310_131619.jpg	1945/1946	De Barbier van Sevilla	16/4/1946	N/A	Dutch	N/A
0351_1945-1946_00351-20230310_131826.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0352_1945-1946_00352-20230310_131835.jpg	1945/1946	Parsifal	19/4/1946	N/A	Dutch	N/A
0353_1945-1946_00353-20230310_131845.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0354_1945-1946_00354-20230310_131852.jpg	1945/1946	Zwarte Viooltjes 	20/4/1946	N/A	Dutch	N/A
0355_1945-1946_00355-20230310_131902.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0356_1945-1946_00356-20230310_131909.jpg	1945/1946	Manon	21/4/1946	N/A	Dutch	N/A
0357_1945-1946_00357-20230310_131919.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0358_1945-1946_00358-20230310_131927.jpg	1945/1946	Madame Butterfly	21/4/1946	N/A	Dutch	N/A
0359_1945-1946_00359-20230310_131938.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0360_1945-1946_00360-20230310_131946.jpg	1945/1946	Parsifal	22/4/1946	N/A	Dutch	N/A
0361_1945-1946_00361-20230310_131959.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0362_1945-1946_00362-20230310_132005.jpg	1945/1946	Het Driemeisjeshuis	23/4/1946	N/A	Dutch	N/A
0363_1945-1946_00363-20230310_132030.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0364_1945-1946_00364-20230310_132037.jpg	1945/1946	Manon	25/4/1946	N/A	Dutch	N/A
0365_1945-1946_00365-20230310_132057.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0366_1945-1946_00366-20230310_132105.jpg	1945/1946	Aida	27/4/1946	N/A	Dutch	N/A
0367_1945-1946_00367-20230310_132129.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0368_1945-1946_00368-20230310_132137.jpg	1945/1946	De Parelvisschers + De Tooverlantaarn	28/4/1946	N/A	Dutch	N/A
0369_1945-1946_00369-20230310_132213.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0370_1945-1946_00370-20230310_132220.jpg	1945/1946	Zwarte Viooltjes 	28/4/1946	N/A	Dutch	N/A
0371_1945-1946_00371-20230310_132238.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0372_1945-1946_00372-20230310_132245.jpg	1945/1946	Lohengrin	30/4/1946	N/A	Dutch	N/A
0373_1945-1946_00373-20230310_132257.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0374_1945-1946_00374-20230310_132312.jpg	1945/1946	Zwarte Viooltjes 	2/5/1946	N/A	Dutch	N/A
0375_1945-1946_00375-20230310_132325.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0376_1945-1946_00376-20230310_132351.jpg	1945/1946	Herodias	4/5/1946	N/A	Dutch	N/A
0377_1945-1946_00377-20230310_132359.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0378_1945-1946_00378-20230310_132406.jpg	1945/1946	Mignon	5/5/1946	N/A	Dutch	N/A
0379_1945-1946_00379-20230310_132414.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0380_1945-1946_00380-20230310_132420.jpg	1945/1946	Aida	5/5/1946	N/A	Dutch	N/A
0381_1945-1946_00381-20230310_132430.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0382_1945-1946_00382-20230310_132438.jpg	1945/1946	Zwarte Viooltjes 	7/5/1946	N/A	Dutch	N/A
0383_1945-1946_00383-20230310_132446.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0384_1945-1946_00384-20230310_132453.jpg	1945/1946	Madame Butterfly	9/5/1946	N/A	Dutch	N/A
0385_1945-1946_00385-20230310_132501.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0386_1945-1946_00386-20230310_132509.jpg	1945/1946	Lohengrin	11/5/1946	N/A	Dutch	N/A
0387_1945-1946_00387-20230310_132516.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0388_1945-1946_00388-20230310_132523.jpg	1945/1946	Herodias	12/5/1946	N/A	Dutch	N/A
0389_1945-1946_00389-20230310_132530.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0390_1945-1946_00390-20230310_132537.jpg	1945/1946	Het Land van den Glimlach	12/5/1946	N/A	Dutch	N/A
0391_1945-1946_00391-20230310_132547.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0392_1945-1946_00392-20230310_132554.jpg	1945/1946	Manon	14/5/1946	N/A	Dutch	N/A
0393_1945-1946_00393-20230310_132601.jpg	1945/1946	N/A	N/A	N/A	Dutch	N/A
0394_1945-1946_00394-20230310_132608.jpg	1945/1946	Herodias	16/5/1946	N/A	Dutch	N/A
