,Image,Collection,Production,Date,Occasion,Leaflet_Language,Opmerking,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Title_Language,Season
5242,0066_1943-1944_00066-20230306_144956.jpg,1943/1944,De Sylphiden,1943-10-17,,Dutch,,True,745916,De Sylphiden,N/A,Michel Brusselmans,?,De Sylphiden,ballet,NL,1943-1944
5243,0066_1943-1944_00066-20230306_144956.jpg,1943/1944,Carnaval,1943-10-17,,Dutch,,True,745916,Carnaval,N/A,Jaak Opsomer,1936,Carnaval,ballet,Unk,1943-1944
5244,0066_1943-1944_00066-20230306_144956.jpg,1943/1944,Coppelia,1943-10-17,,Dutch,,True,745916,Coppelia,FR,Léo Delibes,1870,Coppélia,ballet,Unk,1943-1944
5245,0066_1943-1944_00066-20230306_144956.jpg,1943/1944,De Koekoek,1943-10-17,,Dutch,,True,745916,De Koekoek,N/A,Jaak Opsomer,?,De Koekoek,ballet,NL,1943-1944
5247,0068_1943-1944_00068-20230306_145023.jpg,1943/1944,Herbergprinses,1943-10-17,,Dutch,,False,593828,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,NL,1943-1944
5249,0070_1943-1944_00070-20230306_145055.jpg,1943/1944,De Graaf van Luxemburg,1943-10-19,,Dutch,,False,200819,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1943-1944
5251,0072_1943-1944_00072-20230306_145125.jpg,1943/1944,Dansvertooning,1943-10-21,,Dutch,,True,746932,Dansvertooning,?,?,?,?,ballet,NL,1943-1944
5252,0072_1943-1944_00072-20230306_145125.jpg,1943/1944,De Sylphiden,1943-10-21,,Dutch,,True,746932,De Sylphiden,N/A,Michel Brusselmans,?,De Sylphiden,ballet,NL,1943-1944
5253,0072_1943-1944_00072-20230306_145125.jpg,1943/1944,Carnaval,1943-10-21,,Dutch,,True,746932,Carnaval,N/A,Jaak Opsomer,1936,Carnaval,ballet,Unk,1943-1944
5254,0072_1943-1944_00072-20230306_145125.jpg,1943/1944,Coppelia,1943-10-21,,Dutch,,True,746932,Coppelia,FR,Léo Delibes,1870,Coppélia,ballet,Unk,1943-1944
5255,0072_1943-1944_00072-20230306_145125.jpg,1943/1944,De Koekoek,1943-10-21,,Dutch,,True,746932,De Koekoek,N/A,Jaak Opsomer,?,De Koekoek,ballet,NL,1943-1944
5257,0074_1943-1944_00074-20230306_145142.jpg,1943/1944,De Vliegende Hollander,1943-10-23,,Dutch,,False,585642,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1943-1944
5259,0076_1943-1944_00076-20230306_145159.jpg,1943/1944,Rienzi,1943-10-24,,Dutch,,False,838867,Rienzi,DUI,Richard Wagner,1840,Rienzi,grand opera,Unk,1943-1944
5261,0078_1943-1944_00078-20230306_145234.jpg,1943/1944,Dansvertooning,1943-10-24,,Dutch,,True,138516,Dansvertooning,?,?,?,?,ballet,NL,1943-1944
5262,0078_1943-1944_00078-20230306_145234.jpg,1943/1944,De Sylphiden,1943-10-24,,Dutch,,True,138516,De Sylphiden,N/A,Michel Brusselmans,?,De Sylphiden,ballet,NL,1943-1944
5263,0078_1943-1944_00078-20230306_145234.jpg,1943/1944,Carnaval,1943-10-24,,Dutch,,True,138516,Carnaval,N/A,Jaak Opsomer,1936,Carnaval,ballet,Unk,1943-1944
5264,0078_1943-1944_00078-20230306_145234.jpg,1943/1944,Coppelia,1943-10-24,,Dutch,,True,138516,Coppelia,FR,Léo Delibes,1870,Coppélia,ballet,Unk,1943-1944
5265,0078_1943-1944_00078-20230306_145234.jpg,1943/1944,De Koekoek,1943-10-24,,Dutch,,True,138516,De Koekoek,N/A,Jaak Opsomer,?,De Koekoek,ballet,NL,1943-1944
5269,0082_1943-1944_00082-20230306_145424.jpg,1943/1944,De Graaf van Luxemburg,1943-10-26,,Dutch,,False,480329,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1943-1944
5271,0084_1943-1944_00084-20230306_145446.jpg,1943/1944,De Vliegende Hollander,1943-10-28,,Dutch,,False,607868,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1943-1944
5273,0086_1943-1944_00086-20230306_145504.jpg,1943/1944,Tosca,1943-10-30,,Dutch,,False,600045,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1943-1944
5275,0088_1943-1944_00088-20230306_145519.jpg,1943/1944,Tosca,1943-10-31,,Dutch,,False,615909,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1943-1944
5277,0090_1943-1944_00090-20230306_145540.jpg,1943/1944,Rienzi,1943-10-31,,Dutch,,False,711492,Rienzi,DUI,Richard Wagner,1840,Rienzi,grand opera,Unk,1943-1944
5281,0094_1943-1944_00094-20230306_145704.jpg,1943/1944,De Graaf van Luxemburg,1943-11-01,,Dutch,,False,462700,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1943-1944
5283,0096_1943-1944_00096-20230306_145727.jpg,1943/1944,De Vliegende Hollander,1943-11-01,,Dutch,,False,422670,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1943-1944
5285,0098_1943-1944_00098-20230306_145744.jpg,1943/1944,Rigoletto,1943-11-04,,Dutch,,False,778835,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1943-1944
5287,0100_1943-1944_00100-20230306_145809.jpg,1943/1944,De Tooverfluit,1943-11-06,,Dutch,,False,529244,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1943-1944
5289,0102_1943-1944_00102-20230306_145853.jpg,1943/1944,Rigoletto,1943-11-07,,Dutch,,False,336110,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1943-1944
5291,0104_1943-1944_00104-20230306_145916.jpg,1943/1944,De Vliegende Hollander,1943-11-07,,Dutch,,False,260184,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1943-1944
5293,0106_1943-1944_00106-20230306_145936.jpg,1943/1944,Der fliegende Holländer,1943-11-08,Wehrmachsvorstellung,German,,False,627612,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1943-1944
5295,0108_1943-1944_00108-20230306_150005.jpg,1943/1944,De Graaf van Luxemburg,1943-11-09,,Dutch,,False,115726,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1943-1944
5299,0112_1943-1944_00112-20230306_150133.jpg,1943/1944,De Tooverfluit,1943-11-11,,Dutch,,False,878670,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1943-1944
5301,0114_1943-1944_00114-20230306_150156.jpg,1943/1944,Dansvertooning,1943-11-13,,Dutch,,True,735642,Dansvertooning,?,?,?,?,ballet,NL,1943-1944
5302,0114_1943-1944_00114-20230306_150156.jpg,1943/1944,De Sylphiden,1943-11-13,,Dutch,,True,735642,De Sylphiden,N/A,Michel Brusselmans,?,De Sylphiden,ballet,NL,1943-1944
5303,0114_1943-1944_00114-20230306_150156.jpg,1943/1944,Carnaval,1943-11-13,,Dutch,,True,735642,Carnaval,N/A,Jaak Opsomer,1936,Carnaval,ballet,Unk,1943-1944
5304,0114_1943-1944_00114-20230306_150156.jpg,1943/1944,Coppelia,1943-11-13,,Dutch,,True,735642,Coppelia,FR,Léo Delibes,1870,Coppélia,ballet,Unk,1943-1944
5305,0114_1943-1944_00114-20230306_150156.jpg,1943/1944,De Koekoek,1943-11-13,,Dutch,,True,735642,De Koekoek,N/A,Jaak Opsomer,?,De Koekoek,ballet,NL,1943-1944
5307,0116_1943-1944_00116-20230306_150257.jpg,1943/1944,De Graaf van Luxemburg,1943-11-14,,Dutch,,False,306210,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1943-1944
5309,0118_1943-1944_00118-20230306_150318.jpg,1943/1944,Monika,1943-11-14,,Dutch,,False,534043,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5311,0120_1943-1944_00120-20230306_150346.jpg,1943/1944,Monika,1943-11-16,,Dutch,,False,243664,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5313,0123_1943-1944_00123-20230306_150408.jpg,1943/1944,Der fliegende Holländer,1943-11-17,,German,,False,573206,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1943-1944
5315,0125_1943-1944_00125-20230306_150432.jpg,1943/1944,Tosca,1943-11-18,,Dutch,,False,591168,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1943-1944
5317,0127_1943-1944_00127-20230306_150505.jpg,1943/1944,De Graaf van Luxemburg,1943-11-19,,Dutch,,False,793128,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1943-1944
5319,0129_1943-1944_00129-20230306_150544.jpg,1943/1944,Rigoletto,1943-11-20,,Dutch,,False,622718,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1943-1944
5321,0131_1943-1944_00131-20230306_150616.jpg,1943/1944,Monika,1943-11-21,,Dutch,,False,108686,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5323,0133_1943-1944_00133-20230306_150656.jpg,1943/1944,De Tooverfluit,1943-11-21,,Dutch,,False,292395,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1943-1944
5325,0135_1943-1944_00135-20230306_150734.jpg,1943/1944,Monika,1943-11-23,,Dutch,,False,982116,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5327,0137_1943-1944_00137-20230306_150758.jpg,1943/1944,Rienzi,1943-11-25,,Dutch,,False,100708,Rienzi,DUI,Richard Wagner,1840,Rienzi,grand opera,Unk,1943-1944
5329,0139_1943-1944_00139-20230306_150829.jpg,1943/1944,Tannhäuser,1943-11-27,,Dutch,,False,187760,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1943-1944
5331,0141_1943-1944_00141-20230306_150847.jpg,1943/1944,De Vliegende Hollander,1943-11-28,,Dutch,,False,246353,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1943-1944
5333,0143_1943-1944_00143-20230306_150926.jpg,1943/1944,De Graaf van Luxemburg,1943-11-28,,Dutch,,False,915285,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1943-1944
5335,0145_1943-1944_00145-20230306_150952.jpg,1943/1944,Monika,1943-11-29,,Dutch,,False,954742,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5337,0147_1943-1944_00147-20230306_151014.jpg,1943/1944,Monika,1943-11-30,,Dutch,,False,767191,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5341,0151_1943-1944_00151-20230306_151106.jpg,1943/1944,Tannhäuser,1943-12-02,,Dutch,,False,572088,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1943-1944
5343,0153_1943-1944_00153-20230306_151729.jpg,1943/1944,Figaro’s Bruiloft,1943-12-04,,Dutch,,False,664130,Figaro’s Bruiloft,N/A,N/A,N/A,N/A,N/A,N/A,1943-1944
5345,0155_1943-1944_00155-20230306_151849.jpg,1943/1944,Tannhäuser,1943-12-05,,Dutch,,False,908625,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1943-1944
5347,0157_1943-1944_00157-20230306_151911.jpg,1943/1944,Tosca,1943-12-05,,Dutch,,False,481309,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1943-1944
5349,0159_1943-1944_00159-20230306_151932.jpg,1943/1944,De Graaf van Luxemburg,1943-12-07,,Dutch,,False,927686,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1943-1944
5351,0161_1943-1944_00161-20230306_152012.jpg,1943/1944,De Vledermuis,1943-12-08,,Dutch,,False,803465,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1943-1944
5353,0163_1943-1944_00163-20230306_152109.jpg,1943/1944,Monika,1943-12-09,,Dutch,,False,921919,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5355,0165_1943-1944_00165-20230306_152131.jpg,1943/1944,De Graaf van Luxemburg,1943-12-11,,Dutch,,False,454701,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1943-1944
5357,0167_1943-1944_00167-20230306_152205.jpg,1943/1944,Figaro’s Bruiloft,1943-12-12,,Dutch,,False,974938,Figaro’s Bruiloft,N/A,N/A,N/A,N/A,N/A,N/A,1943-1944
5359,0169_1943-1944_00169-20230306_152228.jpg,1943/1944,De Vliegende Hollander,1943-12-12,,Dutch,,False,507377,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1943-1944
5361,0171_1943-1944_00171-20230306_152305.jpg,1943/1944,Rigoletto,1943-12-13,Wehrmachsvorstellung,German,,False,741929,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1943-1944
5363,0173_1943-1944_00173-20230306_152326.jpg,1943/1944,Monika,1943-12-14,,Dutch,,False,273800,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5365,0175_1943-1944_00175-20230306_152356.jpg,1943/1944,De Graaf van Luxemburg,1943-12-15,,Dutch,,False,515946,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1943-1944
5367,0177_1943-1944_00177-20230306_152453.jpg,1943/1944,Figaro’s Bruiloft,1943-12-16,,Dutch,,False,283082,Figaro’s Bruiloft,N/A,N/A,N/A,N/A,N/A,N/A,1943-1944
5369,0179_1943-1944_00179-20230306_152527.jpg,1943/1944,Don Carlos,1943-12-18,,Dutch,,False,322164,Don Carlos,ITA,Giuseppe Verdi,1867,Don Carlos,romantische opera,Unk,1943-1944
5371,0181_1943-1944_00181-20230306_152555.jpg,1943/1944,De Lustige Weduwe,1943-12-19,,Dutch,,False,262782,De Lustige Weduwe,DUI,Franz Lehár,1906,Die lustige Witwe,operette,NL,1943-1944
5373,0183_1943-1944_00183-20230306_152614.jpg,1943/1944,Tannhäuser,1943-12-19,,Dutch,,False,427063,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1943-1944
5375,0185_1943-1944_00185-20230306_152645.jpg,1943/1944,Rienzi,1943-12-21,,Dutch,,False,847103,Rienzi,DUI,Richard Wagner,1840,Rienzi,grand opera,Unk,1943-1944
5377,0187_1943-1944_00187-20230306_152703.jpg,1943/1944,De Lustige Weduwe,1943-12-23,,Dutch,,False,279924,De Lustige Weduwe,DUI,Franz Lehár,1906,Die lustige Witwe,operette,NL,1943-1944
5379,0189_1943-1944_00189-20230306_152728.jpg,1943/1944,Lohengrin,1943-12-26,,Dutch,,False,638054,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,Unk,1943-1944
5381,0191_1943-1944_00191-20230306_152750.jpg,1943/1944,Don Carlos,1943-12-26,,Dutch,,False,190022,Don Carlos,ITA,Giuseppe Verdi,1867,Don Carlos,romantische opera,Unk,1943-1944
5383,0193_1943-1944_00193-20230306_152816.jpg,1943/1944,Rigoletto,1943-12-26,,Dutch,,False,532141,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1943-1944
5385,0195_1943-1944_00195-20230306_153531.jpg,1943/1944,Monika,1943-12-28,,Dutch,,False,824587,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5387,0197_1943-1944_00197-20230306_153603.jpg,1943/1944,Rigoletto,1943-12-29,Wehrmachsvorstellung,German,,False,355900,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1943-1944
5389,0199_1943-1944_00199-20230306_153633.jpg,1943/1944,Don Carlos,1943-12-30,,Dutch,,False,278746,Don Carlos,ITA,Giuseppe Verdi,1867,Don Carlos,romantische opera,Unk,1943-1944
5393,0203_1943-1944_00203-20230306_153727.jpg,1943/1944,Monika,1944-01-01,,Dutch,,False,139844,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5395,0205_1943-1944_00205-20230306_153744.jpg,1943/1944,De Tooverfluit,1944-01-02,,Dutch,,False,345265,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1943-1944
5397,0207_1943-1944_00207-20230306_153802.jpg,1943/1944,Don Carlos,1944-01-02,,Dutch,,False,537652,Don Carlos,ITA,Giuseppe Verdi,1867,Don Carlos,romantische opera,Unk,1943-1944
5399,0209_1943-1944_00209-20230306_153821.jpg,1943/1944,Monika,1944-01-04,,Dutch,,False,398352,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5401,0211_1943-1944_00211-20230306_153845.jpg,1943/1944,Rienzi,1944-01-06,,Dutch,,False,881343,Rienzi,DUI,Richard Wagner,1840,Rienzi,grand opera,Unk,1943-1944
5403,0213_1943-1944_00213-20230306_153910.jpg,1943/1944,De Vogelhandelaar,1944-01-08,,Dutch,,False,408272,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1943-1944
5405,0215_1943-1944_00215-20230306_153938.jpg,1943/1944,De Vogelhandelaar,1944-01-09,,Dutch,,False,256555,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1943-1944
5407,0217_1943-1944_00217-20230306_154025.jpg,1943/1944,Figaro’s Bruiloft,1944-01-09,,Dutch,,False,547026,Figaro’s Bruiloft,N/A,N/A,N/A,N/A,N/A,N/A,1943-1944
5409,0219_1943-1944_00219-20230306_154049.jpg,1943/1944,Der Vogelhändler,1944-01-10,Wehrmachsvorstellung,German,,False,336623,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1943-1944
5411,0221_1943-1944_00221-20230306_154143.jpg,1943/1944,De Vogelhandelaar,1944-01-11,,Dutch,,False,511070,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1943-1944
5413,0224_1943-1944_00224-20230306_154302.jpg,1943/1944,Monika,1944-01-12,,Dutch,,False,207320,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5415,0226_1943-1944_00226-20230306_154328.jpg,1943/1944,De Vogelhandelaar,1944-01-13,,Dutch,,False,736561,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1943-1944
5417,0228_1943-1944_00228-20230306_154354.jpg,1943/1944,Madame Butterfly,1944-01-15,,Dutch,,False,182757,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1943-1944
5419,0230_1943-1944_00230-20230306_154418.jpg,1943/1944,De Vrijschutter,1944-01-16,,Dutch,,False,135003,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,NL,1943-1944
5421,0232_1943-1944_00232-20230306_154438.jpg,1943/1944,De Vogelhandelaar,1944-01-16,,Dutch,,False,346131,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1943-1944
5423,0234_1943-1944_00234-20230306_154456.jpg,1943/1944,De Vogelhandelaar,1944-01-18,,Dutch,,False,135332,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1943-1944
5425,0236_1943-1944_00236-20230306_154516.jpg,1943/1944,Madame Butterfly,1944-01-20,,Dutch,,False,454398,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1943-1944
5427,0238_1943-1944_00238-20230306_154550.jpg,1943/1944,Tristan en Isolde,1944-01-22,,Dutch,,False,386001,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,NL,1943-1944
5429,0240_1943-1944_00240-20230306_154608.jpg,1943/1944,De Vledermuis,1944-01-23,,Dutch,,False,736056,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1943-1944
5431,0242_1943-1944_00242-20230306_154653.jpg,1943/1944,Madame Butterfly,1944-01-23,,Dutch,,False,610037,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1943-1944
5433,0244_1943-1944_00244-20230306_154721.jpg,1943/1944,Der Vogelhändler,1944-01-24,Wehrmachsvorstellung,German,,False,196170,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1943-1944
5435,0246_1943-1944_00246-20230306_154842.jpg,1943/1944,De Vogelhandelaar,1944-01-25,,Dutch,,False,854566,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1943-1944
5437,0248_1943-1944_00248-20230306_154908.jpg,1943/1944,Monika,1944-01-26,,Dutch,,False,719041,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1943-1944
5439,0250_1943-1944_00250-20230306_154933.jpg,1943/1944,Tannhäuser,1944-01-27,,Dutch,,False,331574,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1943-1944
5441,0252_1943-1944_00252-20230306_154959.jpg,1943/1944,Dansvertooning II,1944-01-29,,Dutch,,True,968742,Dansvertooning II,N/A,?,?,?,ballet,NL,1943-1944
5442,0252_1943-1944_00252-20230306_154959.jpg,1943/1944,Milenka,1944-01-29,,Dutch,,True,968742,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,Unk,1943-1944
5443,0252_1943-1944_00252-20230306_154959.jpg,1943/1944,Visioen,1944-01-29,,Dutch,,True,968742,Visioen,FR,Hector Berlioz,1841,Le spectre de la rose,choreografisch toneel,NL,1943-1944
5444,0252_1943-1944_00252-20230306_154959.jpg,1943/1944,Pavane,1944-01-29,,Dutch,,True,968742,Pavane,FR,Gabriel Fauré,1887,Pavane,orchestra,Unk,1943-1944
5445,0252_1943-1944_00252-20230306_154959.jpg,1943/1944,Coppelia,1944-01-29,,Dutch,,True,968742,Coppelia,FR,Léo Delibes,1870,Coppélia,ballet,Unk,1943-1944
5447,0254_1943-1944_00254-20230306_155032.jpg,1943/1944,Madame Butterfly,1944-01-30,,Dutch,,False,716798,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1943-1944
5449,0256_1943-1944_00256-20230306_155059.jpg,1943/1944,Tannhäuser,1944-01-30,,Dutch,,False,656628,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1943-1944
5453,0260_1943-1944_00260-20230306_155200.jpg,1943/1944,Rienzi,1944-02-01,,Dutch,,False,189975,Rienzi,DUI,Richard Wagner,1840,Rienzi,grand opera,Unk,1943-1944
5455,0262_1943-1944_00262-20230306_155225.jpg,1943/1944,De Graaf van Luxemburg,1944-02-03,,Dutch,,False,660711,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1943-1944
5457,0264_1943-1944_00264-20230306_155241.jpg,1943/1944,Faust,1944-02-05,,Dutch,,False,405907,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1943-1944
5459,0266_1943-1944_00266-20230306_155258.jpg,1943/1944,Dansvertooning II,1944-02-06,,Dutch,,True,168458,Dansvertooning II,N/A,?,?,?,ballet,NL,1943-1944
5460,0266_1943-1944_00266-20230306_155258.jpg,1943/1944,Milenka,1944-02-06,,Dutch,,True,168458,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,Unk,1943-1944
5461,0266_1943-1944_00266-20230306_155258.jpg,1943/1944,Visioen,1944-02-06,,Dutch,,True,168458,Visioen,FR,Hector Berlioz,1841,Le spectre de la rose,choreografisch toneel,NL,1943-1944
5462,0266_1943-1944_00266-20230306_155258.jpg,1943/1944,Pavane,1944-02-06,,Dutch,,True,168458,Pavane,FR,Gabriel Fauré,1887,Pavane,orchestra,Unk,1943-1944
5463,0266_1943-1944_00266-20230306_155258.jpg,1943/1944,Coppelia,1944-02-06,,Dutch,,True,168458,Coppelia,FR,Léo Delibes,1870,Coppélia,ballet,Unk,1943-1944
5465,0268_1943-1944_00268-20230306_155319.jpg,1943/1944,Lohengrin,1944-02-06,,Dutch,,False,859675,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,Unk,1943-1944
5467,0270_1943-1944_00270-20230306_155352.jpg,1943/1944,Die Fledermaus,1944-02-07,Wehrmachsvorstellung,German,,False,870944,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1943-1944
5469,0272_1943-1944_00272-20230306_155407.jpg,1943/1944,De Lustige Weduwe,1944-02-08,,Dutch,,False,686979,De Lustige Weduwe,DUI,Franz Lehár,1906,Die lustige Witwe,operette,NL,1943-1944
5471,0274_1943-1944_00274-20230306_155424.jpg,1943/1944,De Vogelhandelaar,1944-02-09,,Dutch,,False,366974,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1943-1944
5473,0276_1943-1944_00276-20230306_155447.jpg,1943/1944,Faust,1944-02-10,,Dutch,,False,785538,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1943-1944
5475,0278_1943-1944_00278-20230306_155516.jpg,1943/1944,De Rozenkavalier,1944-02-12,,Dutch,,False,684445,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,NL,1943-1944
