Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors
1928-1929_00323-20220208_155023.jpg,1928-1929,Keizer Karel,07/04/1929,gala,FALSE,150206,Keizer Karel,NL,Théophile Peters,?,?,komisch zangspel,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00325-20220208_155032.jpg,1928-1929,Siegfried,09/04/1929,gala,FALSE,685380,Siegfried,DUI,Richard Wagner,1871,Siegfried,gesamtkunstwerk,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00327-20220208_155045.jpg,1928-1929,Fidelio,11/04/1929,gala,FALSE,791436,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00329-20220208_155055.jpg,1928-1929,Keizer Karel,13/04/1929,,FALSE,528004,Keizer Karel,NL,Théophile Peters,?,?,komisch zangspel,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00331-20220208_155105.jpg,1928-1929,Keizer Karel,14/04/1929,,FALSE,154071,Keizer Karel,NL,Théophile Peters,?,?,komisch zangspel,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00333-20220208_155114.jpg,1928-1929,Fidelio,14/04/1929,,FALSE,494619,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00335-20220208_155131.jpg,1928-1929,Tannhauser,16/04/1929,,FALSE,307743,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00337-20220208_155140.jpg,1928-1929,Paganini,18/04/1929,,FALSE,731824,Paganini,DUI,Franz Lehàr,1925,Paganini,operetta,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00339-20220208_155154.jpg,1928-1929,Jean-Marie,20/04/1929,,TRUE,135210,Jean-Marie,?,W. Verbeeck,?,?,drama,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00339-20220208_155154.jpg,1928-1929,Dansenreeks,20/04/1929,,TRUE,135210,Dansenreeks,?,?,?,?,ballet,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00339-20220208_155154.jpg,1928-1929,De Geest,20/04/1929,,TRUE,135210,De Geest,NL,Edward Verheyden,?,De Geest,?,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00339-20220208_155154.jpg,1928-1929,Het Minnebrugje,20/04/1929,,TRUE,135210,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00341-20220208_155208.jpg,1928-1929,Faust,21/04/1929,,FALSE,283293,Faust,FR,Charles Gounod,1859,Faust,grand opera,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00343-20220208_155222.jpg,1928-1929,Rijngoud,21/04/1929,,FALSE,252991,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00345-20220208_155232.jpg,1928-1929,Hoffmann's Vertellingenen,23/04/1929,"gala, de leden van de Koninklijke Rubenskring aangeboden",FALSE,710632,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00347-20220208_155241.jpg,1928-1929,Salomé,25/04/1929,"gala, eerste opvoering Sior Todero",TRUE,777878,Salomé,DUI,Richard Strauss,1905,Salome,ballet,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00347-20220208_155241.jpg,1928-1929,Sior Todero Brontolon,25/04/1929,"gala, eerste opvoering Sior Todero",TRUE,777878,Sior Todero Brontolon,ITA,Karel Goldoni,1761,Sior Todero brontolon,opera teatrale in prosa,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00349-20220208_155254.jpg,1928-1929,Fidelio,28/04/1929,,FALSE,452072,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00351-20220208_155304.jpg,1928-1929,Jean-Marie,28/04/1929,,TRUE,911244,Jean-Marie,?,W. Verbeeck,?,?,drama,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00351-20220208_155304.jpg,1928-1929,Dansenreeks,28/04/1929,,TRUE,911244,Dansenreeks,?,?,?,?,ballet,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00351-20220208_155304.jpg,1928-1929,De Geest,28/04/1929,,TRUE,911244,De Geest,NL,Edward Verheyden,?,De Geest,?,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00351-20220208_155304.jpg,1928-1929,Het Minnebrugje,28/04/1929,,TRUE,911244,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00353-20220208_155317.jpg,1928-1929,Christ'l,30/04/1929,"gala, de leden van den liberale damenbond van school 4 aangeboden",FALSE,254123,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00355-20220208_155333.jpg,1928-1929,Lohengrin,02/05/1929,,TRUE,392367,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00355-20220208_155333.jpg,1928-1929,Tannhauser,02/05/1929,,TRUE,392367,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00355-20220208_155333.jpg,1928-1929,De Walkure,02/05/1929,,TRUE,392367,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00357-20220208_155655.jpg,1928-1929,Salomé,04/05/1929,,FALSE,724452,De Tragedie van Salomé,N/A,Florent Schmitt,1907,La Tragédie de Salomé,ballet,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00359-20220208_155708.jpg,1928-1929,Carmen,05/05/1929,,FALSE,322376,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00361-20220208_155718.jpg,1928-1929,Paganini,05/05/1929,,FALSE,747650,Paganini,DUI,Franz Lehàr,1925,Paganini,operetta,1928-1929,Fé Derickx & Bernard Tokkie
1928-1929_00369-20220208_155801.jpg,1928-1929,Driemeisjeshuis,09/05/1929,"gala, sluiting van het tooneeljaar",FALSE,425610,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie
1929-1930_00035-20220208_160959.jpg,1929-1930,Lohengrin,12/09/1929,Gala opening van het toneeljaar,FALSE,672616,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00039-20220208_161021.jpg,1929-1930,Figaro's Bruiloft,14/09/1929,,FALSE,986125,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00041-20220208_161035.jpg,1929-1930,De Blauwe Donau,15/09/1929,,TRUE,137314,De Blauwe Donau,DUI,Johann Strauss,1867,An der schönen blauen Donau,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00041-20220208_161035.jpg,1929-1930,Prinses Zonneschijn,15/09/1929,,TRUE,137314,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00043-20220208_161046.jpg,1929-1930,Salomé,17/09/1929,,TRUE,515251,Salomé,DUI,Richard Strauss,1905,Salome,ballet,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00043-20220208_161046.jpg,1929-1930,Winternachtsdroom,17/09/1929,,TRUE,515251,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00047-20220208_161109.jpg,1929-1930,De Blauwe Donau,19/09/1929,,TRUE,197919,De Blauwe Donau,DUI,Johann Strauss,1867,An der schönen blauen Donau,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00047-20220208_161109.jpg,1929-1930,Prinses Zonneschijn,19/09/1929,,TRUE,197919,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00051-20220208_161131.jpg,1929-1930,Lohengrin,21/09/1929,,FALSE,890818,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00055-20220208_161150.jpg,1929-1930,Figaro's Bruiloft,22/09/1929,,FALSE,560196,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00059-20220208_161223.jpg,1929-1930,Driemeisjeshuis,22/09/1929,,FALSE,532315,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00063-20220208_161244.jpg,1929-1930,De Blauwe Donau,24/09/1929,,TRUE,115616,De Blauwe Donau,DUI,Johann Strauss,1867,An der schönen blauen Donau,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00063-20220208_161244.jpg,1929-1930,Prinses Zonneschijn,24/09/1929,,TRUE,115616,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00065-20220208_161254.jpg,1929-1930,Figaro's Bruiloft,26/09/1929,,FALSE,480019,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00069-20220208_161319.jpg,1929-1930,De Blauwe Donau,28/09/1929,,TRUE,714125,De Blauwe Donau,DUI,Johann Strauss,1867,An der schönen blauen Donau,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00069-20220208_161319.jpg,1929-1930,Prinses Zonneschijn,28/09/1929,,TRUE,714125,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00073-20220208_161346.jpg,1929-1930,Driemeisjeshuis,29/09/1929,,FALSE,514715,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00077-20220208_161410.jpg,1929-1930,Salomé,29/09/1929,,TRUE,165732,Salomé,DUI,Richard Strauss,1905,Salome,ballet,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00077-20220208_161410.jpg,1929-1930,Winternachtsdroom,29/09/1929,,TRUE,165732,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00081-20220208_161430.jpg,1929-1930,Lohengrin,01/10/1929,,FALSE,876801,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00085-20220208_161451.jpg,1929-1930,Salomé,03/10/1929,,TRUE,495626,Salomé,DUI,Richard Strauss,1905,Salome,ballet,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00085-20220208_161451.jpg,1929-1930,Winternachtsdroom,03/10/1929,,TRUE,495626,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00089-20220208_161512.jpg,1929-1930,Laagland,05/10/1929,,FALSE,559365,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00093-20220208_161535.jpg,1929-1930,De Blauwe Donau,06/10/1929,,TRUE,308152,De Blauwe Donau,DUI,Johann Strauss,1867,An der schönen blauen Donau,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00093-20220208_161535.jpg,1929-1930,Prinses Zonneschijn,06/10/1929,,TRUE,308152,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00097-20220208_161556.jpg,1929-1930,Figaro's Bruiloft,06/10/1929,,FALSE,115914,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00101-20220208_161614.jpg,1929-1930,Laagland,08/10/1929,,FALSE,161547,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00105-20220208_161635.jpg,1929-1930,Driemeisjeshuis,10/10/1929,,FALSE,370452,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00109-20220208_161702.jpg,1929-1930,Sly,12/10/1929,Eerste opvoering in BelgiÃ«,FALSE,381319,Sly,ITA,Ermanno Wolf-Ferrari,1927,"Sly, ovvero La leggenda del dormiente risvegliato",zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00113-20220208_161722.jpg,1929-1930,Salomé,13/10/1929,,TRUE,595726,Salomé,DUI,Richard Strauss,1905,Salome,ballet,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00113-20220208_161722.jpg,1929-1930,Winternachtsdroom,13/10/1929,,TRUE,595726,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00117-20220208_161741.jpg,1929-1930,Martha,13/10/1929,,FALSE,936443,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00118-20220208_161745.jpg,1929-1930,Dansenreeks,13/10/1929,,FALSE,624265,Dansenreeks,?,?,?,?,ballet,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00121-20220208_161759.jpg,1929-1930,Sly,15/10/1929,,FALSE,191820,Sly,ITA,Ermanno Wolf-Ferrari,1927,"Sly, ovvero La leggenda del dormiente risvegliato",zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00125-20220208_161817.jpg,1929-1930,Laagland,17/10/1929,,FALSE,174770,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00129-20220208_161833.jpg,1929-1930,Tannhauser,19/10/1929,,FALSE,644904,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00131-20220208_161843.jpg,1929-1930,Martha,20/10/1929,,FALSE,513431,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00132-20220208_161850.jpg,1929-1930,Dansenreeks,20/10/1929,,FALSE,964671,Dansenreeks,?,?,?,?,ballet,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00135-20220208_161903.jpg,1929-1930,Sly,20/10/1929,,FALSE,149302,Sly,ITA,Ermanno Wolf-Ferrari,1927,"Sly, ovvero La leggenda del dormiente risvegliato",zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00139-20220208_161927.jpg,1929-1930,Figaro's Bruiloft,22/10/1929,,FALSE,387481,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00143-20220208_161949.jpg,1929-1930,Sly,24/10/1929,,FALSE,231446,Sly,ITA,Ermanno Wolf-Ferrari,1927,"Sly, ovvero La leggenda del dormiente risvegliato",zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00147-20220208_162016.jpg,1929-1930,Weenerbloed,26/10/1929,Eerste opvoering,FALSE,630483,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00153-20220208_162048.jpg,1929-1930,Weenerbloed,27/10/1929,,FALSE,549758,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00159-20220208_162118.jpg,1929-1930,Tannhauser,31/10/1929,,FALSE,729037,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00163-20220208_162150.jpg,1929-1930,Carmen,01/11/1929,Ter gelegenheid van allerheiligen,FALSE,907432,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00167-20220208_162215.jpg,1929-1930,Sly,02/11/1929,,FALSE,820609,Sly,ITA,Ermanno Wolf-Ferrari,1927,"Sly, ovvero La leggenda del dormiente risvegliato",zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00171-20220208_162241.jpg,1929-1930,Weenerbloed,03/11/1929,,FALSE,658364,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00175-20220208_162302.jpg,1929-1930,Tannhauser,03/11/1929,,FALSE,283639,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00179-20220208_162323.jpg,1929-1930,Driemeisjeshuis,05/11/1929,"gala, de leden van de 'Ancient Order of Foresters' aangeboden",FALSE,732870,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00183-20220208_162348.jpg,1929-1930,Weenerbloed,07/11/1929,,FALSE,248891,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00187-20220208_162409.jpg,1929-1930,Carmen,09/11/1929,,FALSE,324829,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00191-20220208_162431.jpg,1929-1930,Tannhauser,10/11/1929,,FALSE,557990,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00195-20220208_162459.jpg,1929-1930,Sly,10/11/1929,,FALSE,555417,Sly,ITA,Ermanno Wolf-Ferrari,1927,"Sly, ovvero La leggenda del dormiente risvegliato",zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00199-20220208_162519.jpg,1929-1930,Weenerbloed,11/11/1929,Ter gelegenheid van den Nationale Feestdag,FALSE,936485,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00203-20220208_162539.jpg,1929-1930,Tannhauser,12/11/1929,,FALSE,991655,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00207-20220208_162602.jpg,1929-1930,Fidelio,14/11/1929,gala,FALSE,368645,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00211-20220208_162630.jpg,1929-1930,Weenerbloed,16/11/1929,,FALSE,631325,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00213-20220208_162642.jpg,1929-1930,Sly,17/11/1929,,FALSE,691923,Sly,ITA,Ermanno Wolf-Ferrari,1927,"Sly, ovvero La leggenda del dormiente risvegliato",zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00217-20220208_162708.jpg,1929-1930,Carmen,17/11/1929,,FALSE,112031,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00221-20220208_162731.jpg,1929-1930,Driemeisjeshuis,19/11/1929,"gala, de leden van de maatschappij 'De West-Vlamingen' aangeboden",FALSE,435491,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00225-20220208_162751.jpg,1929-1930,Christ'l,21/11/1929,"gala, de leden van de Vereenigde Kleermakers 'Section de Couture' aangeboden",FALSE,602325,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00229-20220208_162812.jpg,1929-1930,Driemeisjeshuis,23/11/1929,,FALSE,422430,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00233-20220208_162835.jpg,1929-1930,Quinten Massijs,24/11/1929,gala,FALSE,855223,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00235-20220208_162844.jpg,1929-1930,Christ'l,24/11/1929,,FALSE,441957,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00239-20220208_163432.jpg,1929-1930,Jean-Marie,26/11/1929,,TRUE,373744,Jean-Marie,?,W. Verbeeck,?,?,drama,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00239-20220208_163432.jpg,1929-1930,Martha,26/11/1929,,TRUE,373744,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00243-20220208_163452.jpg,1929-1930,Weenerbloed,28/11/1929,,FALSE,392416,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00247-20220208_163511.jpg,1929-1930,Christ'l,30/11/1929,,FALSE,765308,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00251-20220208_163619.jpg,1929-1930,Lohengrin,01/12/1929,,FALSE,536570,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00255-20220208_163710.jpg,1929-1930,Weenerbloed,01/12/1929,,FALSE,688828,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00259-20220208_163735.jpg,1929-1930,Lara,03/12/1929,"gala, eerste vertoning in BelgiÃ«",FALSE,493411,Lara,FR,Armand Marsick,1929,Lara,?,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00263-20220208_163757.jpg,1929-1930,Sly,05/12/1929,,FALSE,482186,Sly,ITA,Ermanno Wolf-Ferrari,1927,"Sly, ovvero La leggenda del dormiente risvegliato",zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00267-20220208_163818.jpg,1929-1930,Lara,07/12/1929,,FALSE,873518,Lara,FR,Armand Marsick,1929,Lara,?,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00271-20220208_163841.jpg,1929-1930,Weenerbloed,08/12/1929,,FALSE,625757,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00275-20220208_163905.jpg,1929-1930,De Tooverfluit,08/12/1929,,FALSE,689973,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00279-20220208_163924.jpg,1929-1930,Lara,12/12/1929,,FALSE,481766,Lara,FR,Armand Marsick,1929,Lara,?,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00283-20220208_163946.jpg,1929-1930,De Tooverfluit,14/12/1929,,FALSE,725987,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00287-20220208_164015.jpg,1929-1930,Christ'l,15/12/1929,,FALSE,372266,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00291-20220208_164041.jpg,1929-1930,De Walkure,17/12/1929,,FALSE,896592,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00295-20220208_164059.jpg,1929-1930,Weenerbloed,19/12/1929,,FALSE,131107,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00299-20220208_164118.jpg,1929-1930,Salomé,21/12/1929,,TRUE,895355,Salomé,DUI,Richard Strauss,1905,Salome,ballet,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00299-20220208_164118.jpg,1929-1930,Winternachtsdroom,21/12/1929,,TRUE,895355,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00303-20220208_164149.jpg,1929-1930,De Tooverfluit,22/12/1929,,FALSE,516897,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00307-20220208_164211.jpg,1929-1930,Carmen,22/12/1929,,FALSE,221308,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00311-20220208_164322.jpg,1929-1930,Driemeisjeshuis,24/12/1929,,FALSE,766084,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00315-20220208_164356.jpg,1929-1930,Weenerbloed,25/12/1929,Ter gelegenheid van kerstfeest,FALSE,797804,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00319-20220208_164418.jpg,1929-1930,De Walkure,26/12/1929,,FALSE,967476,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00323-20220208_164440.jpg,1929-1930,Lara,28/12/1929,,FALSE,771536,Lara,FR,Armand Marsick,1929,Lara,?,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00327-20220208_164501.jpg,1929-1930,Sly,29/12/1929,,FALSE,154218,Sly,ITA,Ermanno Wolf-Ferrari,1927,"Sly, ovvero La leggenda del dormiente risvegliato",zangspel,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00331-20220208_164520.jpg,1929-1930,Christ'l,29/12/1929,,FALSE,256334,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00335-20220208_164540.jpg,1929-1930,Weenerbloed,31/12/1929,,FALSE,757091,Weenerbloed,DUI,Johann Strauss,1899,Wiener Blut,operetta,1929-1930,Fé Derickx & Bernard Tokkie
1929-1930_00339-20220208_164558.jpg,1929-1930,Driemeisjeshuis,01/01/1930,Ter gelegenheid van nieuwjaar,FALSE,386726,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1929-1930,Fé Derickx & Bernard Tokkie
